filename,source,suggested_label,min_centroid_distance_norm,final_label,flagged_for_review
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE8_jpg.rf.01eb06aa22cf1c11a3802cf356d8cd7f.jpg,cooccurrence,safe,0.2502,unsafe,false
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE8_jpg.rf.68f1aaf5919c112d7b1660ec3119abd8.jpg,cooccurrence,safe,0.2502,unsafe,false
baby-with-a-knife-dangerous-situation-with-the-child-2G18BE8_jpg.rf.ea0fbcc03a70a789db4ee99f0a29dec1.jpg,cooccurrence,safe,0.2502,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-37038486_jpg.rf.10358f50b0d16f70f6478cf2d5c502fa.jpg,cooccurrence,safe,0.3361,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-37038486_jpg.rf.b9a77079596cf15bf2b957b69ede22bc.jpg,cooccurrence,safe,0.3361,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-37038486_jpg.rf.ef56b2685cec04523c9b53974bb6bd64.jpg,cooccurrence,safe,0.3361,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-39314719_jpg.rf.184c5e37d7c1d8b1bcf47e10d59972f4.jpg,cooccurrence,safe,0.1808,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-39314719_jpg.rf.71eb66429c6dcac8d791d4f0700658ab.jpg,cooccurrence,safe,0.1808,unsafe,false
blond-boy-child-kid-preschooler-kitchen-knife-cutting-fruit-apple-home-happy-childhood-39314719_jpg.rf.f7974dc7a02aaea3bc3f8fece9c54fad.jpg,cooccurrence,safe,0.1808,unsafe,false
child-with-knife_jpg.rf.0e73fa3a74370c73b0d90ffe1f24e558.jpg,cooccurrence,safe,0.3483,unsafe,false
child-with-knife_jpg.rf.7cfb9c98971bc9bfb7b44ce2b5911c1f.jpg,cooccurrence,safe,0.3483,unsafe,false
child-with-knife_jpg.rf.86442a730d0ef6bc451487b657b77673.jpg,cooccurrence,safe,0.3483,unsafe,false
coins_0_jpg.rf.af3c93b6a253fc57647ff889ee654db4.jpg,cooccurrence,safe,0.2644,unsafe,false
coins_0_jpg.rf.bdebb4b27065adc6db97b0a76d9e852c.jpg,cooccurrence,safe,0.2644,unsafe,false
coins_0_jpg.rf.d7c3b4a699b3afe2daf9f08e0583bff3.jpg,cooccurrence,safe,0.2644,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344765_jpg.rf.5f3bd849f9f5e6c13042a5669b1af57d.jpg,cooccurrence,safe,0.2800,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344765_jpg.rf.78322f69201f7097ebc0c6abce1027f8.jpg,cooccurrence,safe,0.2800,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344765_jpg.rf.9a0bef98ff7ca16950fdf1910c13b674.jpg,cooccurrence,safe,0.2800,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344821_jpg.rf.00f134ddddfeb4fc356e32cfdd82e3be.jpg,cooccurrence,safe,0.3438,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344821_jpg.rf.7083b33791a5d0d4d98641caa553080e.jpg,cooccurrence,safe,0.3438,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93344821_jpg.rf.b1206edd3d8c45db59c78f9a6aeebb92.jpg,cooccurrence,safe,0.3438,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515668_jpg.rf.5c114ab55fd5f0584440396544e20498.jpg,cooccurrence,N/A (missing child or hazard box),,,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515668_jpg.rf.bada774edd095bb2d6c548f1f68da832.jpg,cooccurrence,N/A (missing child or hazard box),,,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515668_jpg.rf.cd6d4e1da55599fe7e147f0e9d999613.jpg,cooccurrence,N/A (missing child or hazard box),,,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515677_jpg.rf.5b3c2e0b06d04b3fc52816d5ec80dce6.jpg,cooccurrence,safe,0.3772,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515677_jpg.rf.6da950327aee88b67b125bdb4ec0a7b7.jpg,cooccurrence,safe,0.3772,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515677_jpg.rf.e20dedb2de1d9c90800dd0b6b095532f.jpg,cooccurrence,safe,0.3772,unsafe,false
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515708_jpg.rf.7fcdda612769efc101d0532d70e66882.jpg,cooccurrence,safe,0.4797,unsafe,true
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515708_jpg.rf.93e63e93986fb061f5f7a0d7f2de98dd.jpg,cooccurrence,safe,0.4797,unsafe,true
cute-asian-little-girl-playing-coins-making-stacks-money-kid-saving-future-concept-93515708_jpg.rf.bb28ff11c3c49886d246efc1015185c5.jpg,cooccurrence,safe,0.4797,unsafe,true
d49_fsh21_6004square-1-_jpg.rf.23482ea15c0de401b6892047c6cf64a4.jpg,cooccurrence,N/A (missing child or hazard box),,,false
d49_fsh21_6004square-1-_jpg.rf.846e7f5ad99c7dba9b36ab298b9eeff6.jpg,cooccurrence,N/A (missing child or hazard box),,,false
d49_fsh21_6004square-1-_jpg.rf.dd3af820570dce803b1192adbf6d6b6b.jpg,cooccurrence,N/A (missing child or hazard box),,,false
dangerous-situation-little-baby-trying-to-get-big-kitchen-knife-little-baby-trying-to-get-big-kitchen-knife-171445561_jpg.rf.7afc521840c3eccd37f9114c39dcd228.jpg,cooccurrence,safe,0.3243,unsafe,false
dangerous-situation-little-baby-trying-to-get-big-kitchen-knife-little-baby-trying-to-get-big-kitchen-knife-171445561_jpg.rf.ae48670faaf7a7fdef1939a386d7f1b3.jpg,cooccurrence,safe,0.3243,unsafe,false
dangerous-situation-little-baby-trying-to-get-big-kitchen-knife-little-baby-trying-to-get-big-kitchen-knife-171445561_jpg.rf.ca453874b62e416ed4439e769250ac24.jpg,cooccurrence,safe,0.3243,unsafe,false
funny-baby-knife-fork-eating-food-happy-31642793_jpg.rf.09f80f0e0a50e738fb5aba486a204e07.jpg,cooccurrence,safe,0.3184,unsafe,false
funny-baby-knife-fork-eating-food-happy-31642793_jpg.rf.e8cd603e2847d65dcc9d3cb1f5e1f30b.jpg,cooccurrence,safe,0.3184,unsafe,false
funny-baby-knife-fork-eating-food-happy-31642793_jpg.rf.f74a5465970b94b97e2413457f26faf4.jpg,cooccurrence,safe,0.3184,unsafe,false
iStock-95727879_jpg.rf.71a5b07dc4be5efcc023f985524f9845.jpg,cooccurrence,unsafe,0.0636,unsafe,false
iStock-95727879_jpg.rf.7af1e58a80dd9aae161a1aaf1b22eb55.jpg,cooccurrence,unsafe,0.0636,unsafe,false
iStock-95727879_jpg.rf.d15333362640488ae8a71381291e5559.jpg,cooccurrence,unsafe,0.0636,unsafe,false
istockphoto-1480658795-612x612_jpg.rf.454c37119b4c56feed7ca9fce05df922.jpg,cooccurrence,safe,0.3847,unsafe,false
istockphoto-1480658795-612x612_jpg.rf.e5c1d73d17898fcb517f6982ba682c9e.jpg,cooccurrence,safe,0.3847,unsafe,false
istockphoto-1480658795-612x612_jpg.rf.f879979e7e60ea0b04584116bed91762.jpg,cooccurrence,safe,0.3847,unsafe,false
istockphoto-184241896-1024x1024_jpg.rf.1724843d5ba0dde6e7d838c8e19bd2a8.jpg,cooccurrence,safe,0.2384,unsafe,false
istockphoto-184241896-1024x1024_jpg.rf.31fb452ea82e8e02d205d881bb59ab8a.jpg,cooccurrence,safe,0.2384,unsafe,false
istockphoto-184241896-1024x1024_jpg.rf.ad2f1e853f2ad93bbf5647cf6597b1b0.jpg,cooccurrence,safe,0.2384,unsafe,false
istockphoto-644990738-612x612_jpg.rf.72890d53eed4f2bf2e1bc87226030fb1.jpg,cooccurrence,safe,0.3128,unsafe,false
istockphoto-644990738-612x612_jpg.rf.8d057766319d328c4706784d93fa3a7d.jpg,cooccurrence,safe,0.3128,unsafe,false
istockphoto-644990738-612x612_jpg.rf.c7457daf70270b1e6c9579a8bf8bfcb8.jpg,cooccurrence,safe,0.3128,unsafe,false
kitchen-dangers-768x402_jpg.rf.344ef393bb39bd01f186ab1af71cb98e.jpg,cooccurrence,safe,0.3552,unsafe,false
kitchen-dangers-768x402_jpg.rf.4b4f2bf33c6ac9930620f00c2d07e98e.jpg,cooccurrence,safe,0.3552,unsafe,false
kitchen-dangers-768x402_jpg.rf.5dbbba05411d8f6afbd7f148ab20efa6.jpg,cooccurrence,safe,0.3552,unsafe,false
little-african-american-boy-playing-with-knife-in-kitchen-child-in-danger-2BF90K6_jpg.rf.2c2c2fa0753309bd9f9278f2db5f2ae2.jpg,cooccurrence,safe,0.2252,unsafe,false
little-african-american-boy-playing-with-knife-in-kitchen-child-in-danger-2BF90K6_jpg.rf.a2a50d398a9c747b6727d382c68e405a.jpg,cooccurrence,safe,0.2252,unsafe,false
little-african-american-boy-playing-with-knife-in-kitchen-child-in-danger-2BF90K6_jpg.rf.e1d83354b5654ee9aaad6078697b5371.jpg,cooccurrence,safe,0.2252,unsafe,false
little-baby-playing-with-cutting-board-and-knife-on-table-child-in-danger-2BGA3W5_jpg.rf.848bea48f9e9e95473680ddd8746463b.jpg,cooccurrence,safe,0.2516,unsafe,false
little-baby-playing-with-cutting-board-and-knife-on-table-child-in-danger-2BGA3W5_jpg.rf.e48fdbaa7045f2700846cd0524648ce9.jpg,cooccurrence,safe,0.2516,unsafe,false
little-baby-playing-with-cutting-board-and-knife-on-table-child-in-danger-2BGA3W5_jpg.rf.e96cc3c71142bce7453d24faae944ad7.jpg,cooccurrence,safe,0.2516,unsafe,false
little-boy-playing-coins-photo-cute-76557473_jpg.rf.2eb5fa647dece8aa2b82b1c9cebfe676.jpg,cooccurrence,safe,0.4165,unsafe,true
little-boy-playing-coins-photo-cute-76557473_jpg.rf.87ecb39e8c49d666faa99030ccd62e5c.jpg,cooccurrence,safe,0.4165,unsafe,true
little-boy-playing-coins-photo-cute-76557473_jpg.rf.d3456be49fb5f484e5f1d27f1ba7eaa4.jpg,cooccurrence,safe,0.4165,unsafe,true
little-boy-playing-coins-photo-cute-76557559_jpg.rf.469868207f691bdb1327cde1920b7857.jpg,cooccurrence,safe,0.3492,unsafe,false
little-boy-playing-coins-photo-cute-76557559_jpg.rf.5a3e51581b769b476bc84f49764bc785.jpg,cooccurrence,safe,0.3492,unsafe,false
little-boy-playing-coins-photo-cute-76557559_jpg.rf.9fd572098d6c12b8180e8b6e99ca47db.jpg,cooccurrence,safe,0.3492,unsafe,false
little-child-holding-sharp-knife-260nw-2204986631_jpg.rf.0de74255485e65aac0b19673972d1cc9.jpg,cooccurrence,safe,0.3589,unsafe,false
little-child-holding-sharp-knife-260nw-2204986631_jpg.rf.c4fe5ff3027c552293d5f331fbe5381d.jpg,cooccurrence,safe,0.3589,unsafe,false
little-child-holding-sharp-knife-260nw-2204986631_jpg.rf.e36fc1296f9a0aeddce6fba2cb864a8b.jpg,cooccurrence,safe,0.3589,unsafe,false
little-child-reaching-knife-countertop-above-view-dangers-kitchen-little-child-reaching-knife-light-countertop-256619545_jpg.rf.197cf791e0a8942ded22c381350de841.jpg,cooccurrence,safe,0.2950,unsafe,false
little-child-reaching-knife-countertop-above-view-dangers-kitchen-little-child-reaching-knife-light-countertop-256619545_jpg.rf.4079dba8d80cc8b4917c1ab0b607eee5.jpg,cooccurrence,safe,0.2950,unsafe,false
little-child-reaching-knife-countertop-above-view-dangers-kitchen-little-child-reaching-knife-light-countertop-256619545_jpg.rf.49778c48b594bd8e62363913207bb319.jpg,cooccurrence,safe,0.2950,unsafe,false
little-girl-counting-playing-coins-142488269_jpg.rf.024ab2635fd0dd1c144ea2f7773ed0fe.jpg,cooccurrence,safe,0.2521,unsafe,false
little-girl-counting-playing-coins-142488269_jpg.rf.e1bff87093554d749afaddaeb2872394.jpg,cooccurrence,safe,0.2521,unsafe,false
little-girl-counting-playing-coins-142488269_jpg.rf.fa922436d6b85a133df947639b931e64.jpg,cooccurrence,safe,0.2521,unsafe,false
lovely-toddler-boy-scissors-cutting-paper-home-years-46582777_jpg.rf.6b80396b785f0b791031d46d320a75c0.jpg,cooccurrence,safe,0.2191,unsafe,false
lovely-toddler-boy-scissors-cutting-paper-home-years-46582777_jpg.rf.ce863596ef3637c610899d6fe4085981.jpg,cooccurrence,safe,0.2191,unsafe,false
lovely-toddler-boy-scissors-cutting-paper-home-years-46582777_jpg.rf.d21754495f3dca0593791dd52e823345.jpg,cooccurrence,safe,0.2191,unsafe,false
school-kid-putting-money-coins-clear-jar-child-counting-his-saving-young-boy-holding-coin-hands-children-learning-195486145_jpg.rf.433f5f0efe1c4be1ba97c3d68bcb9108.jpg,cooccurrence,safe,0.3904,unsafe,true
school-kid-putting-money-coins-clear-jar-child-counting-his-saving-young-boy-holding-coin-hands-children-learning-195486145_jpg.rf.b1cf155545c8cd4927f1b1c3a219b6cb.jpg,cooccurrence,safe,0.3904,unsafe,true
school-kid-putting-money-coins-clear-jar-child-counting-his-saving-young-boy-holding-coin-hands-children-learning-195486145_jpg.rf.f957e48f4c8ac0273bda5c65320259e7.jpg,cooccurrence,safe,0.3904,unsafe,true
scissorsfeatured1_jpg.rf.0d6ad62c207c261110a9836fc1ee0a9d.jpg,cooccurrence,safe,0.2137,unsafe,false
scissorsfeatured1_jpg.rf.9366671956203d7b5b7193f996337e3d.jpg,cooccurrence,safe,0.2137,unsafe,false
scissorsfeatured1_jpg.rf.e541f8a1124453cb165f3bd9bf3b265e.jpg,cooccurrence,safe,0.2137,unsafe,false
th-1-_jpg.rf.2288be1ba79971da5f4c104b090b8436.jpg,cooccurrence,safe,0.3649,unsafe,false
th-1-_jpg.rf.2fcba246367e93d25a226ed98b166f86.jpg,cooccurrence,safe,0.3649,unsafe,false
th-1-_jpg.rf.8c4e9a666bf80aebb2bb768944092c4c.jpg,cooccurrence,safe,0.3649,unsafe,false
th-10-_jpg.rf.172229c2e89694b7cf5231755c4d5573.jpg,cooccurrence,safe,0.2757,unsafe,false
th-10-_jpg.rf.9b4ec0048843d3a171b0136a6c40b7bf.jpg,cooccurrence,safe,0.2757,unsafe,false
th-10-_jpg.rf.b90ddcef12bcc042da525dc22436c5ca.jpg,cooccurrence,safe,0.2757,unsafe,false
th-11-_jpg.rf.59911b5d3fcac8dea85245a03e5e88b6.jpg,cooccurrence,safe,0.3218,unsafe,false
th-11-_jpg.rf.898977caaeecff1cb8324bed167fff61.jpg,cooccurrence,safe,0.3218,unsafe,false
th-11-_jpg.rf.9e1a659904b423d5a4480388ab4504fa.jpg,cooccurrence,safe,0.3218,unsafe,false
th-12-_jpg.rf.3000e1de5eed346f9b390eb2974363ab.jpg,cooccurrence,safe,0.1725,unsafe,false
th-12-_jpg.rf.ae17bf6195039253a890132c01114c39.jpg,cooccurrence,safe,0.1725,unsafe,false
th-12-_jpg.rf.e0c4fcf26c35bb65645feb7bd3c16a5a.jpg,cooccurrence,safe,0.1725,unsafe,false
th-13-_jpg.rf.0121a4ff1b5322497b71b32a48d7adb1.jpg,cooccurrence,safe,0.4175,unsafe,true
th-13-_jpg.rf.46cc04a45ee39b90a2cbac2821103bad.jpg,cooccurrence,safe,0.4175,unsafe,true
th-13-_jpg.rf.b427bcbae32d689c43cd27a9405f0ea9.jpg,cooccurrence,safe,0.4175,unsafe,true
th-14-_jpg.rf.1162d884041cae52da05f5c89ea64959.jpg,cooccurrence,safe,0.2989,unsafe,false
th-14-_jpg.rf.bff66c83e9bdc3d0ff281ccf4814b357.jpg,cooccurrence,safe,0.2989,unsafe,false
th-14-_jpg.rf.d31e364f66a0644c941ee66aa22194a9.jpg,cooccurrence,safe,0.2989,unsafe,false
th-2-_jpg.rf.15cec72815cd4579b0605608618ec474.jpg,cooccurrence,safe,0.2716,unsafe,false
th-2-_jpg.rf.537ec90da02a5f0f0f2796ee899097c0.jpg,cooccurrence,safe,0.2716,unsafe,false
th-2-_jpg.rf.9301d6d7141861cea80016e0bdcac8aa.jpg,cooccurrence,safe,0.2716,unsafe,false
th-3-_jpg.rf.0d80b0839b6d93910c4b9ad893fa55b6.jpg,cooccurrence,safe,0.4570,unsafe,true
th-3-_jpg.rf.7cb501424a850e24b7dd525b82074207.jpg,cooccurrence,safe,0.4570,unsafe,true
th-3-_jpg.rf.acffa73a17ceb2932717966102eb6ac7.jpg,cooccurrence,safe,0.4570,unsafe,true
th-4-_jpg.rf.74d838743e635ca5bb17024912cdb567.jpg,cooccurrence,N/A (missing child or hazard box),,,false
th-4-_jpg.rf.a6643a1a9a4b168640514d1acd76f9fe.jpg,cooccurrence,N/A (missing child or hazard box),,,false
th-4-_jpg.rf.b8fe15e67b4f94ca1c76d813fcf6f253.jpg,cooccurrence,N/A (missing child or hazard box),,,false
th-5-_jpg.rf.1c412b6ec3a8dfcb44ff2a518226b46d.jpg,cooccurrence,safe,0.3021,unsafe,false
th-5-_jpg.rf.3f8d4c2261581415cf00d3264f10fe84.jpg,cooccurrence,safe,0.3021,unsafe,false
th-5-_jpg.rf.a24187121d9615f932922c2911ec4f9c.jpg,cooccurrence,safe,0.3021,unsafe,false
th-6-_jpg.rf.14cb3209f164dc9218c547a30c8806a9.jpg,cooccurrence,safe,0.4445,unsafe,true
th-6-_jpg.rf.93d3f42d0b2123545be0b1a1b4b8b0cd.jpg,cooccurrence,safe,0.4445,unsafe,true
th-6-_jpg.rf.e6aaf12b1f3cadbcf251dd2c62a152b9.jpg,cooccurrence,safe,0.4445,unsafe,true
th-7-_jpg.rf.1985d74d99e49dfa835ccd6a0965b0ec.jpg,cooccurrence,safe,0.2298,unsafe,false
th-7-_jpg.rf.a13fc6e2bf210a87b57d7016848d8420.jpg,cooccurrence,safe,0.2298,unsafe,false
th-7-_jpg.rf.e10282f8d28cdaed84e44b25f7d1a73c.jpg,cooccurrence,safe,0.2298,unsafe,false
th-8-_jpg.rf.255fbc3f75b0bdfe13a729e80303b8da.jpg,cooccurrence,safe,0.3752,unsafe,false
th-8-_jpg.rf.8af37e4d5ff45e779758301af5219992.jpg,cooccurrence,safe,0.3752,unsafe,false
th-8-_jpg.rf.956b318d0f31df0623539bc2bf52eb41.jpg,cooccurrence,safe,0.3752,unsafe,false
th-9-_jpg.rf.2fe0af9f95f7b5683850d738b08ad20b.jpg,cooccurrence,safe,0.1799,unsafe,false
th-9-_jpg.rf.44da72b12eda74eb5e7688417bb2d3b3.jpg,cooccurrence,safe,0.1799,unsafe,false
th-9-_jpg.rf.8d2fb02f61a99b9faba4f257c6526e44.jpg,cooccurrence,safe,0.1799,unsafe,false
th_jpg.rf.3784c626f0e405192e6f93fec5bfb3eb.jpg,cooccurrence,safe,0.3882,unsafe,true
th_jpg.rf.bc15a8118e9a5fe39ca8e2214e95182b.jpg,cooccurrence,safe,0.3882,unsafe,true
th_jpg.rf.f22713b27dfb78f2861f8867a4681f9f.jpg,cooccurrence,safe,0.3882,unsafe,true
todler-playing-scissors-17723985_jpg.rf.918f54aa8920dd6d4255f7c9c8d0cb0d.jpg,cooccurrence,safe,0.3267,unsafe,false
todler-playing-scissors-17723985_jpg.rf.9dcce7c176255f775847206884210160.jpg,cooccurrence,safe,0.3267,unsafe,false
todler-playing-scissors-17723985_jpg.rf.ba2848da91361b07f5255c3ec8f8f0ec.jpg,cooccurrence,safe,0.3267,unsafe,false
year-child-standing-trying-to-get-kitchen-knife-safety-home-health-care-common-dangers-risk-kids-selective-focus-159597313_jpg.rf.27e6c27e1985b14c3a27286ef8fb560e.jpg,cooccurrence,safe,0.3349,unsafe,false
year-child-standing-trying-to-get-kitchen-knife-safety-home-health-care-common-dangers-risk-kids-selective-focus-159597313_jpg.rf.8ee796ae031a6421049199e924336036.jpg,cooccurrence,safe,0.3349,unsafe,false
year-child-standing-trying-to-get-kitchen-knife-safety-home-health-care-common-dangers-risk-kids-selective-focus-159597313_jpg.rf.f0b83d73b93da5cccc7bfcaa235375a0.jpg,cooccurrence,safe,0.3349,unsafe,false
22_jpg.rf.ad952e6f2869e1ebb09e33f67928cefe.jpg,child_only,safe (trivial),,safe,false
341_jpg.rf.19e6bdfb013a41634215b5068838b3e3.jpg,child_only,safe (trivial),,safe,false
342_jpg.rf.f94dea5892895a19788d36b531250680.jpg,child_only,safe (trivial),,safe,false
343_jpg.rf.121c155b4a16b9dc391116257d99ef6d.jpg,child_only,safe (trivial),,safe,false
344_jpg.rf.6df634b4d5baa0769c0c5f05571aef08.jpg,child_only,safe (trivial),,safe,false
345_jpg.rf.cc1e14caa491afc5f689957f686cfe27.jpg,child_only,safe (trivial),,safe,false
348_jpg.rf.9f530fe84e2525b144da5aafb0e0f067.jpg,child_only,safe (trivial),,safe,false
349_jpg.rf.debc733bd8722c15798d7110eabe9dc3.jpg,child_only,safe (trivial),,safe,false
350_jpg.rf.e50e87f1ac458a6a4fcd6e59271bb91d.jpg,child_only,safe (trivial),,safe,false
351_jpg.rf.859029006846eb1d1e59ef0edf39870e.jpg,child_only,safe (trivial),,safe,false
353_jpg.rf.8d5bc5833b4023a8d41393b7ee3dc1ef.jpg,child_only,safe (trivial),,safe,false
357_jpg.rf.111ff8f01ef3a54feae92c2dc81a1631.jpg,child_only,safe (trivial),,safe,false
358_jpg.rf.dc5e4594fba595c5ede6b40f2eb0195e.jpg,child_only,safe (trivial),,safe,false
359_jpg.rf.c56b2b7987de74479641349f7ac108dc.jpg,child_only,safe (trivial),,safe,false
360_jpg.rf.9bd1d27f92082136a682a5b968a57563.jpg,child_only,safe (trivial),,safe,false
362_jpg.rf.1b5272361f7b6330da368b6823e0533c.jpg,child_only,safe (trivial),,safe,false
363_jpg.rf.9d545df7e9762e817c8d2f7643886fc9.jpg,child_only,safe (trivial),,safe,false
364_jpg.rf.b1e8cf4cf1652c945e2c4c2c821b278b.jpg,child_only,safe (trivial),,safe,false
365_jpg.rf.bdc889e8db9e819275fe3b55a6f35961.jpg,child_only,safe (trivial),,safe,false
366_jpg.rf.2dfd8338ef6cd76f3cd5f78495efc245.jpg,child_only,safe (trivial),,safe,false
370_jpg.rf.f0225bfc5c0c5e87ae3f33b914221897.jpg,child_only,safe (trivial),,safe,false
371_jpg.rf.1f6b77d7d32aa387e33564f83dd00f5b.jpg,child_only,safe (trivial),,safe,false
372_jpg.rf.88513e8d48b0bb098ad8cc68c54f68d6.jpg,child_only,safe (trivial),,safe,false
374_jpg.rf.42f634090dec63c7a6eac4f459cbc95d.jpg,child_only,safe (trivial),,safe,false
376_jpg.rf.72706544d5b148ab153b0ab95bd44e91.jpg,child_only,safe (trivial),,safe,false
387_jpg.rf.5ad60c0771b1939963abe8840e2bee20.jpg,child_only,safe (trivial),,safe,false
388_jpg.rf.8f3c6b2d219cf0a6941eaebfa26c6285.jpg,child_only,safe (trivial),,safe,false
389_jpg.rf.e83e00f8cb53e740e24f0ac0f6ce4786.jpg,child_only,safe (trivial),,safe,false
390_jpg.rf.e55ec65b2272affe45d9a3596ac22796.jpg,child_only,safe (trivial),,safe,false
391_jpg.rf.5384786dd9dc4eae84b5247398dd1332.jpg,child_only,safe (trivial),,safe,false
392_jpg.rf.f154ec4878587af6fc93adc812b86e99.jpg,child_only,safe (trivial),,safe,false
393_jpg.rf.76dd04ef9d90742f2f6f2e462e405025.jpg,child_only,safe (trivial),,safe,false
394_jpg.rf.7cef9aa98ddfcf310e4d9f369c8343db.jpg,child_only,safe (trivial),,safe,false
395_jpg.rf.f261267e7b437d76d6dc71311d6217a6.jpg,child_only,safe (trivial),,safe,false
396_jpg.rf.06d8f1d960ba02407e4f19926b97e366.jpg,child_only,safe (trivial),,safe,false
397_jpg.rf.066f1fba5c38aecc504f920388f2e136.jpg,child_only,safe (trivial),,safe,false
399_jpg.rf.2ade357d1cf7f5e09c52c77d3beb47da.jpg,child_only,safe (trivial),,safe,false
400_jpg.rf.0bc728669d28e282a5b58f5f0c37e476.jpg,child_only,safe (trivial),,safe,false
401_jpg.rf.3b34e1f6d1819252c871ceb97c3819bc.jpg,child_only,safe (trivial),,safe,false
402_jpg.rf.581c56c1a9d13cdf25d6a1bd685375eb.jpg,child_only,safe (trivial),,safe,false
403_jpg.rf.f5c9f9f86e3d46e32fa43201c079e9cc.jpg,child_only,safe (trivial),,safe,false
405_jpg.rf.8c2829d52859eaf2c205b491c079f81a.jpg,child_only,safe (trivial),,safe,false
406_jpg.rf.b7eaab7af73c4a19484b13a409d69be6.jpg,child_only,safe (trivial),,safe,false
407_jpg.rf.c40b230fa8ab1c87731be86b1c9c70e6.jpg,child_only,safe (trivial),,safe,false
408_jpg.rf.ab634af48880fe409a7e27c5648d4f5c.jpg,child_only,safe (trivial),,safe,false
410_jpg.rf.6b8f460f6e71234db3120e260ac2646d.jpg,child_only,safe (trivial),,safe,false
411_jpg.rf.e45c5d5485f0f8459227378daf4db240.jpg,child_only,safe (trivial),,safe,false
412_jpg.rf.2893d1056ee2a5baeff16354eb29862e.jpg,child_only,safe (trivial),,safe,false
413_jpg.rf.f326ad76b52927eba6cdde12954bcad0.jpg,child_only,safe (trivial),,safe,false
414_jpg.rf.0bf89a3f01ec412031cca89620fef5dc.jpg,child_only,safe (trivial),,safe,false
415_jpg.rf.f5adcd4feb6c1af1fa03335d29331555.jpg,child_only,safe (trivial),,safe,false
416_jpg.rf.b8c52067c0645ee1e0d526711c0003d5.jpg,child_only,safe (trivial),,safe,false
417_jpg.rf.61c350a44cda466f0b71ffaef180c776.jpg,child_only,safe (trivial),,safe,false
418_jpg.rf.3c814065383eed82314a4db5b9c14872.jpg,child_only,safe (trivial),,safe,false
419_jpg.rf.6e9fc895921702eb92ec95806c607156.jpg,child_only,safe (trivial),,safe,false
421_jpg.rf.a6caa07b0554f4ac9c4cd4ccc506490d.jpg,child_only,safe (trivial),,safe,false
422_jpg.rf.487c8e12ac0beb15a45f13657a58f7c5.jpg,child_only,safe (trivial),,safe,false
423_jpg.rf.d9aa0142dac5c633d4153036eb702dca.jpg,child_only,safe (trivial),,safe,false
425_jpg.rf.57410e2671f4aff8b1ea745e668dfc3b.jpg,child_only,safe (trivial),,safe,false
426_jpg.rf.c7dbbf78f5debc8f1d3efc1d6ff46caf.jpg,child_only,safe (trivial),,safe,false
428_jpg.rf.da6496f1cb5d9a661343c0dce72e14a9.jpg,child_only,safe (trivial),,safe,false
429_jpg.rf.62567a3342d015458bcf30ca5e0bf02b.jpg,child_only,safe (trivial),,safe,false
430_jpg.rf.3358d0a1961d88e5c578bb8c59921bbd.jpg,child_only,safe (trivial),,safe,false
431_jpg.rf.cdccd1ca7e7f2eff4f00e563a1930eff.jpg,child_only,safe (trivial),,safe,false
432_jpg.rf.ca2977a6de8680d90832d9ec4b70abbd.jpg,child_only,safe (trivial),,safe,false
433_jpg.rf.7f7118f7f859c9e6786f128ddcda0209.jpg,child_only,safe (trivial),,safe,false
434_jpg.rf.fead4cab4996e5baede7ad84b9932e7f.jpg,child_only,safe (trivial),,safe,false
435_jpg.rf.550e3b72283262e01fb5ec9806666a74.jpg,child_only,safe (trivial),,safe,false
436_jpg.rf.b730d35a70dd4946132c26540148f455.jpg,child_only,safe (trivial),,safe,false
437_jpg.rf.3798549eeb2997eebb60885631b6b529.jpg,child_only,safe (trivial),,safe,false
